10086,0,2,1999.2162489944883,0.5777575881008943,1999.7940065825892,0.0823051085018256,1999.876311691091
10073,0,1,1996.8282598043677,0.7715369840366293,1997.5997967884043,0.174081121431202,1997.7738779098356
10073,0,1,1997.8497915855073,1.1184814869081947,1998.9682730724155,0.009847433256691268,1998.9781205056722
10073,0,2,1997.7738779098356,0.003371740006514301,1997.7772496498421,0.07254193566516537,1997.8497915855073
10073,0,2,1998.9781205056722,0.32880459459715894,1999.3069251002694,0.03729225705539753,1999.3442173573249
10081,0,1,1998.4095579638556,0.7969843379526083,1999.2065423018082,0.17563336150948466,1999.3821756633176
10076,0,1,1997.7244729074537,0.6033432659826303,1998.3278161734363,0.1274247224873614,1998.4552408959237
10076,0,1,1998.702463981996,0.679711681321578,1999.3821756633176,0.1827168961091107,1999.5648925594267
10076,0,2,1997.4794338478134,0.09238351402791523,1997.5718173618413,0.1526555456122811,1997.7244729074537
10076,0,2,1998.4552408959237,0.2117883623184298,1998.667029258242,0.03543472375390721,1998.702463981996
10084,0,2,1998.8987595400818,0.2066269461495267,1999.1053864862313,0.041231863139945195,1999.1466183493712
10084,0,2,1999.1466183493712,0.19759900795361318,1999.3442173573249,0.3322862134591845,1999.676503570784
10067,0,1,1996.9070776990327,0.8668002108029214,1997.7738779098356,0.06160315668524332,1997.835481066521
10067,0,1,1997.9060722601264,1.1952965329066956,1999.101368793033,0.06705538560325634,1999.1684241786363
10067,0,2,1996.146857821094,0.267256528140706,1996.4141143492348,0.049035708140989696,1996.4631500573757
10067,0,2,1996.4631500573757,0.30302328608740936,1996.7661733434632,0.14090435556957578,1996.9070776990327
10067,0,2,1997.835481066521,0.014310518986349052,1997.8497915855073,0.05628067461898855,1997.9060722601264
10067,0,2,1999.1684241786363,0.5080793921476925,1999.676503570784,0.11750301180528172,1999.7940065825892
10082,0,1,1999.1053864862313,0.45950607319537085,1999.5648925594267,0.26685264030978434,1999.8317451997364
10082,0,2,1998.514240379465,0.18822360253102488,1998.702463981996,0.02451734872987535,1998.726981330726
10082,0,2,1998.726981330726,0.030735064769487508,1998.7577163954954,0.05920106843208775,1998.8169174639274
10082,0,2,1998.8169174639274,0.0,1998.8169174639274,0.01706346213549256,1998.8339809260628
10082,0,2,1998.8339809260628,0.0,1998.8339809260628,0.2714055601683781,1999.1053864862313
10077,0,1,1997.7772496498421,0.7846130515738423,1998.561862701416,0.40641037099947713,1998.9682730724155
10077,0,1,1999.3069251002694,0.5248200994669787,1999.8317451997364,0.03346978862985806,1999.8652149883662
