"((5, 0), (2, 0))",1.161779440392369,1.3665891728878066,1.6662509106086052,1.9532193817672754,2.137924153135473,2.2367633676065655,2.4662356980334756,2.6295464033827596,2.8281061348452647,2.8838374858582867,3.099078913941417,3.275361682552073,3.808015957550978,4.079374220746148,4.207671875424676,4.252327675660879,4.348442989299796,4.384578844803329,4.538251963738594,4.6423777731213445
"((5, 0), (3, 0))",0.3600574182380818,0.5648671507335195,0.8645288884543181,1.1514973596129883,1.336202130981186,1.4350413454522783,1.6645136758791885,1.8278243812284725,2.0263841126909776,2.0821154637039996,2.29735689178713,2.4736396603977857,3.006293935396691,3.277652198591861,3.405949853270389,3.4506056535065923,3.546720967145509,3.582856822649042,3.7365299415843065,3.8406557509670574
"((1, 0), (2, 0))",5.351489443706314,5.556299176201752,5.855960913922551,6.142929385081221,6.3276341564494185,6.426473370920511,6.655945701347421,6.819256406696705,7.01781613815921,7.073547489172232,7.288788917255363,7.465071685866018,7.997725960864924,8.269084224060093,8.39738187873862,8.442037678974824,8.53815299261374,8.574288848117273,8.727961967052538,8.832087776435289
"((2, 0), (1, 0))",5.508551424875135,5.7133611573705725,6.013022895091371,6.299991366250041,6.484696137618239,6.583535352089331,6.813007682516242,6.9763183878655255,7.174878119328031,7.230609470341053,7.445850898424183,7.622133667034839,8.154787942033744,8.426146205228914,8.554443859907442,8.599099660143645,8.695214973782562,8.731350829286095,8.88502394822136,8.98914975760411
"((4, 0), (0, 0))",1.841663147830702,2.0464728803261396,2.3461346180469382,2.6331030892056084,2.817807860573806,2.9166470750448985,3.1461194054718087,3.3094301108210926,3.507989842283598,3.5637211932966197,3.7789626213797503,3.955245389990406,4.487899664989311,4.759257928184481,4.887555582863009,4.9322113830992125,5.028326696738129,5.064462552241662,5.218135671176927,5.3222614805596775
"((3, 0), (1, 0))",1.9105340622739013,2.115343794769339,2.4150055324901376,2.701974003648808,2.8866787750170055,2.985517989488098,3.214990319915008,3.378301025264292,3.576860756726797,3.632592107739819,3.8478335358229496,4.024116304433605,4.556770579432511,4.828128842627681,4.956426497306209,5.001082297542412,5.097197611181329,5.133333466684862,5.2870065856201265,5.391132395002877
"((5, 0), (0, 0))",1.8183982986328617,2.0232080311282994,2.322869768849098,2.609838240007768,2.794543011375966,2.8933822258470583,3.1228545562739685,3.2861652616232524,3.4847249930857576,3.5404563440987795,3.75569777218191,3.9319805407925656,4.464634815791471,4.735993078986641,4.864290733665169,4.908946533901372,5.005061847540289,5.041197703043822,5.1948708219790865,5.298996631361837
"((3, 0), (0, 0))",5.386948962386072,5.591758694881509,5.891420432602308,6.178388903760978,6.363093675129176,6.461932889600268,6.691405220027178,6.854715925376462,7.053275656838967,7.109007007851989,7.32424843593512,7.5005312045457755,8.03318547954468,8.30454374273985,8.432841397418379,8.477497197654582,8.573612511293499,8.609748366797032,8.763421485732296,8.867547295115047
"((4, 0), (3, 0))",1.0455931516411239,1.2504028841365615,1.5500646218573602,1.8370330930160303,2.021737864384228,2.1205770788553204,2.3500494092822306,2.5133601146315145,2.7119198460940197,2.7676511971070417,2.982892625190172,3.159175393800828,3.691829668799733,3.963187931994903,4.091485586673431,4.136141386909634,4.232256700548551,4.268392556052084,4.422065674987349,4.526191484370099
"((0, 0), (0, 0))",5.840879263586755,6.045688996082193,6.3453507338029915,6.632319204961662,6.8170239763298595,6.915863190800952,7.145335521227862,7.308646226577146,7.507205958039651,7.562937309052673,7.7781787371358035,7.954461505746459,8.487115780745365,8.758474043940534,8.886771698619063,8.931427498855266,9.027542812494183,9.063678667997715,9.21735178693298,9.32147759631573
"((1, 0), (0, 0))",4.708633824736071,4.913443557231509,5.213105294952308,5.500073766110978,5.6847785374791755,5.783617751950268,6.013090082377178,6.176400787726462,6.374960519188967,6.430691870201989,6.64593329828512,6.822216066895775,7.354870341894681,7.6262286050898505,7.754526259768379,7.799182060004582,7.895297373643499,7.931433229147031,8.085106348082297,8.189232157465048
